filename,num_aisles,num_cells,alpha,articles,seed,objective,DP time [ms],NF time [ms],TSP time [ms]
unit_F1_m50_C180_a7_13.txt,50,180,1,7,13,696,3.6037,22.163,0.63
unit_F1_m50_C180_a7_14.txt,50,180,1,7,14,700,3.9354,27.7092,0.47
unit_F1_m50_C180_a7_15.txt,50,180,1,7,15,684,3.5769,19.6225,0.78
unit_F1_m50_C180_a7_16.txt,50,180,1,7,16,636,3.5563,23.1041,0.63
unit_F1_m50_C180_a7_17.txt,50,180,1,7,17,602,3.3974,17.4461,0
unit_F1_m50_C180_a7_18.txt,50,180,1,7,18,660,3.9515,26.5655,0.16
unit_F1_m50_C180_a7_19.txt,50,180,1,7,19,616,3.3928,17.3576,0.47
unit_F1_m50_C180_a7_20.txt,50,180,1,7,20,610,3.3818,25.5533,0.78
unit_F1_m50_C180_a7_21.txt,50,180,1,7,21,722,3.8088,23.972,0.47
unit_F1_m50_C180_a7_22.txt,50,180,1,7,22,712,3.4809,31.0925,0.31
unit_F1_m50_C180_a7_23.txt,50,180,1,7,23,840,3.9047,24.5076,0.63
unit_F1_m50_C180_a7_24.txt,50,180,1,7,24,680,3.7642,21.5576,0.78
unit_F1_m50_C180_a7_25.txt,50,180,1,7,25,800,3.8418,24.9973,0.94
unit_F1_m50_C180_a7_26.txt,50,180,1,7,26,740,3.3142,28.5253,0.78
unit_F1_m50_C180_a7_27.txt,50,180,1,7,27,622,3.6502,22.2643,0.16
unit_F1_m50_C180_a7_28.txt,50,180,1,7,28,738,3.901,27.684,0.47
unit_F1_m50_C180_a7_29.txt,50,180,1,7,29,720,3.4418,16.4409,1.09
unit_F1_m50_C180_a7_30.txt,50,180,1,7,30,752,2.9979,15.1544,1.25
unit_F1_m50_C180_a7_31.txt,50,180,1,7,31,640,3.9295,35.7827,0.94
unit_F1_m50_C180_a7_32.txt,50,180,1,7,32,734,3.6081,26.5815,1.09
unit_F1_m50_C180_a7_33.txt,50,180,1,7,33,734,3.9366,30.5171,1.56
unit_F1_m50_C180_a7_34.txt,50,180,1,7,34,654,4.0516,30.8018,0.94
unit_F1_m50_C180_a7_35.txt,50,180,1,7,35,704,3.6827,22.0016,0.94
unit_F1_m50_C180_a7_36.txt,50,180,1,7,36,616,3.815,36.0198,0.63
unit_F1_m50_C180_a7_37.txt,50,180,1,7,37,548,3.0995,15.3301,0.31
unit_F1_m50_C180_a7_38.txt,50,180,1,7,38,656,3.4394,18.4661,0.47
unit_F1_m50_C180_a7_39.txt,50,180,1,7,39,686,3.2852,14.8728,0.63
unit_F1_m50_C180_a7_40.txt,50,180,1,7,40,724,3.802,25.6545,0.16
unit_F1_m50_C180_a7_41.txt,50,180,1,7,41,666,3.4881,18.8529,0.63
unit_F1_m50_C180_a7_42.txt,50,180,1,7,42,746,3.5595,21.1527,1.09
unit_F1_m50_C180_a7_43.txt,50,180,1,7,43,722,3.7915,25.0869,0.47
unit_F1_m50_C180_a7_44.txt,50,180,1,7,44,706,3.5881,19.6159,0.63
unit_F1_m50_C180_a7_45.txt,50,180,1,7,45,544,3.6318,34.183,0.78
unit_F1_m50_C180_a7_46.txt,50,180,1,7,46,566,3.3266,19.1005,0.78
unit_F1_m50_C180_a7_47.txt,50,180,1,7,47,766,2.8416,10.4988,0.78
unit_F1_m50_C180_a7_48.txt,50,180,1,7,48,796,3.7875,32.5061,0.94
unit_F1_m50_C180_a7_49.txt,50,180,1,7,49,780,3.9615,27.3989,0.94
unit_F1_m50_C180_a15_0.txt,50,180,1,15,0,1128,3.798,33.5556,6.56
unit_F1_m50_C180_a15_1.txt,50,180,1,15,1,996,3.7561,32.9653,7.34
unit_F1_m50_C180_a15_2.txt,50,180,1,15,2,1038,3.717,32.716,9.06
unit_F1_m50_C180_a15_3.txt,50,180,1,15,3,1056,3.877,36.9643,5.47
unit_F1_m50_C180_a15_4.txt,50,180,1,15,4,1048,3.9582,38.6191,6.09
unit_F1_m50_C180_a15_5.txt,50,180,1,15,5,1202,3.845,51.4267,5.78
unit_F1_m50_C180_a15_6.txt,50,180,1,15,6,1034,4.0954,52.4851,7.34
unit_F1_m50_C180_a15_7.txt,50,180,1,15,7,1154,4.0345,37.0793,6.88
unit_F1_m50_C180_a15_8.txt,50,180,1,15,8,1128,3.9757,36.0132,4.53
unit_F1_m50_C180_a15_9.txt,50,180,1,15,9,1128,4.1709,45.3311,7.03
unit_F1_m50_C180_a15_10.txt,50,180,1,15,10,1116,3.9303,34.311,6.88
unit_F1_m50_C180_a15_11.txt,50,180,1,15,11,934,4.0444,33.6321,8.75
unit_F1_m50_C180_a15_12.txt,50,180,1,15,12,832,4.0054,38.1968,7.81
unit_F1_m50_C180_a15_13.txt,50,180,1,15,13,1064,4.0442,55.0374,5.47
unit_F1_m50_C180_a15_14.txt,50,180,1,15,14,1052,4.0674,51.8742,5.94
unit_F1_m50_C180_a15_15.txt,50,180,1,15,15,1132,3.9108,40.3219,9.53
unit_F1_m50_C180_a15_16.txt,50,180,1,15,16,974,3.7629,51.5836,3.75
unit_F1_m50_C180_a15_17.txt,50,180,1,15,17,1060,4.0459,47.2556,8.28
unit_F1_m50_C180_a15_18.txt,50,180,1,15,18,1060,4.1257,39.705,4.38
unit_F1_m50_C180_a15_19.txt,50,180,1,15,19,1106,3.5591,27.7371,4.22
unit_F1_m50_C180_a15_20.txt,50,180,1,15,20,1050,3.6059,25.5269,7.34
unit_F1_m50_C180_a15_21.txt,50,180,1,15,21,1114,3.915,55.1467,4.38
unit_F1_m50_C180_a15_22.txt,50,180,1,15,22,1014,4.0776,48.14,15.31
unit_F1_m50_C180_a15_23.txt,50,180,1,15,23,1122,3.8311,46.9329,7.81
unit_F1_m50_C180_a15_24.txt,50,180,1,15,24,1094,3.9611,35.8077,4.22
unit_F1_m50_C180_a15_25.txt,50,180,1,15,25,1098,4.0381,47.4823,8.13
unit_F1_m50_C180_a15_26.txt,50,180,1,15,26,1186,4.0892,51.1389,8.75
unit_F1_m50_C180_a15_27.txt,50,180,1,15,27,1016,4.0074,34.1728,13.59
unit_F1_m50_C180_a15_28.txt,50,180,1,15,28,1194,3.9836,39.9072,6.09
unit_F1_m50_C180_a15_29.txt,50,180,1,15,29,1202,3.5552,28.6374,8.28
unit_F1_m50_C180_a15_30.txt,50,180,1,15,30,1076,3.5444,32.608,13.91
unit_F1_m50_C180_a15_31.txt,50,180,1,15,31,994,4.1803,36.998,5.94
unit_F1_m50_C180_a15_32.txt,50,180,1,15,32,1032,3.7836,52.7174,4.84
unit_F1_m50_C180_a15_33.txt,50,180,1,15,33,980,4.1724,49.3513,5.78
unit_F1_m50_C180_a15_34.txt,50,180,1,15,34,1086,4.1485,42.5582,5.16
unit_F1_m50_C180_a15_35.txt,50,180,1,15,35,1016,3.8994,32.9247,3.59
unit_F1_m50_C180_a15_36.txt,50,180,1,15,36,1022,3.997,37.3879,7.19
unit_F1_m50_C180_a15_37.txt,50,180,1,15,37,946,3.8344,46.2192,5.94
unit_F1_m50_C180_a15_38.txt,50,180,1,15,38,978,4.0116,43.1385,10.78
unit_F1_m50_C180_a15_39.txt,50,180,1,15,39,1022,3.8764,48.3158,11.09
unit_F1_m50_C180_a15_40.txt,50,180,1,15,40,1232,4.0583,40.9844,4.06
unit_F1_m50_C180_a15_41.txt,50,180,1,15,41,1030,3.6465,33.6465,5.78
unit_F1_m50_C180_a15_42.txt,50,180,1,15,42,1068,4.1595,44.1264,6.56
unit_F1_m50_C180_a15_43.txt,50,180,1,15,43,1008,4.1201,40.1012,5.47
unit_F1_m50_C180_a15_44.txt,50,180,1,15,44,1048,4.0454,38.7411,5
unit_F1_m50_C180_a15_45.txt,50,180,1,15,45,922,3.948,35.059,9.69
unit_F1_m50_C180_a15_46.txt,50,180,1,15,46,1124,4.0921,43.2205,6.72
unit_F1_m50_C180_a15_47.txt,50,180,1,15,47,1120,4.2485,35.0278,9.06
unit_F1_m50_C180_a15_48.txt,50,180,1,15,48,1186,4.0762,41.3011,3.59
unit_F1_m50_C180_a15_49.txt,50,180,1,15,49,1082,4.0276,57.1,6.41
unit_F1_m50_C180_a30_0.txt,50,180,1,30,0,1932,4.3467,71.5158,14.22
unit_F1_m50_C180_a30_1.txt,50,180,1,30,1,1548,4.3301,67.8028,21.41
unit_F1_m50_C180_a30_2.txt,50,180,1,30,2,1746,4.281,67.4919,152.19
unit_F1_m50_C180_a30_3.txt,50,180,1,30,3,1768,4.359,60.2212,39.84
unit_F1_m50_C180_a30_4.txt,50,180,1,30,4,1820,4.1012,80.4743,149.38
unit_F1_m50_C180_a30_5.txt,50,180,1,30,5,1866,3.978,60.8425,22.19
unit_F1_m50_C180_a30_6.txt,50,180,1,30,6,1602,4.3318,75.3701,15.94
unit_F1_m50_C180_a30_7.txt,50,180,1,30,7,1982,4.2116,55.4486,20.63
unit_F1_m50_C180_a30_8.txt,50,180,1,30,8,1536,4.2471,46.9767,10.31
unit_F1_m50_C180_a30_9.txt,50,180,1,30,9,1900,4.2817,61.599,13.91
unit_F1_m50_C180_a30_10.txt,50,180,1,30,10,1634,4.204,58.5471,15.47
unit_F1_m50_C180_a30_11.txt,50,180,1,30,11,1506,4.2547,53.1335,20.47
unit_F1_m50_C180_a30_12.txt,50,180,1,30,12,1594,4.1755,54.0139,25.78
unit_F1_m50_C180_a30_13.txt,50,180,1,30,13,1860,4.2852,54.9727,70.63
unit_F1_m50_C180_a30_14.txt,50,180,1,30,14,1664,4.2119,54.0369,19.22
unit_F1_m50_C180_a30_15.txt,50,180,1,30,15,1956,4.3157,56.6839,30
unit_F1_m50_C180_a30_16.txt,50,180,1,30,16,1522,4.283,58.7853,9.84
unit_F1_m50_C180_a30_17.txt,50,180,1,30,17,1728,4.2237,57.998,12.5
unit_F1_m50_C180_a30_18.txt,50,180,1,30,18,1606,4.1781,48.7418,10.78
unit_F1_m50_C180_a30_19.txt,50,180,1,30,19,1656,4.1336,48.7404,13.91
unit_F1_m50_C180_a30_20.txt,50,180,1,30,20,1694,4.2376,52.8595,21.88
unit_F1_m50_C180_a30_21.txt,50,180,1,30,21,1784,4.1097,52.3355,11.56
unit_F1_m50_C180_a30_22.txt,50,180,1,30,22,1730,4.3152,53.502,15.78
unit_F1_m50_C180_a30_23.txt,50,180,1,30,23,1798,4.0794,50.5076,19.53
unit_F1_m50_C180_a30_24.txt,50,180,1,30,24,1664,4.0466,50.6687,29.22
unit_F1_m50_C180_a30_25.txt,50,180,1,30,25,1764,4.1235,60.6091,17.19
unit_F1_m50_C180_a30_26.txt,50,180,1,30,26,1776,4.1595,65.2719,22.81
unit_F1_m50_C180_a30_27.txt,50,180,1,30,27,1452,4.3294,49.5284,9.38
unit_F1_m50_C180_a30_28.txt,50,180,1,30,28,1730,4.3373,52.9109,17.66
unit_F1_m50_C180_a30_29.txt,50,180,1,30,29,1840,4.086,49.3333,30
unit_F1_m50_C180_a30_30.txt,50,180,1,30,30,1796,4.2676,60.4448,24.69
unit_F1_m50_C180_a30_31.txt,50,180,1,30,31,1608,4.2132,52.8987,15.94
unit_F1_m50_C180_a30_32.txt,50,180,1,30,32,1870,4.1253,56.2952,20.63
unit_F1_m50_C180_a30_33.txt,50,180,1,30,33,1740,4.155,60.4171,10
unit_F1_m50_C180_a30_34.txt,50,180,1,30,34,1768,4.2362,58.5769,22.5
unit_F1_m50_C180_a30_35.txt,50,180,1,30,35,1708,3.998,48.8633,12.5
unit_F1_m50_C180_a30_36.txt,50,180,1,30,36,1538,4.2681,62.157,10.94
unit_F1_m50_C180_a30_37.txt,50,180,1,30,37,1586,4.3536,64.2671,24.38
unit_F1_m50_C180_a30_38.txt,50,180,1,30,38,1652,4.2037,59.8019,38.28
unit_F1_m50_C180_a30_39.txt,50,180,1,30,39,1856,4.1673,62.836,17.19
unit_F1_m50_C180_a30_40.txt,50,180,1,30,40,1820,4.2686,48.946,31.09
unit_F1_m50_C180_a30_41.txt,50,180,1,30,41,1682,4.1338,54.5515,39.38
unit_F1_m50_C180_a30_42.txt,50,180,1,30,42,1550,4.3155,54.1773,18.28
unit_F1_m50_C180_a30_43.txt,50,180,1,30,43,1654,4.3749,67.1461,18.59
unit_F1_m50_C180_a30_44.txt,50,180,1,30,44,1552,4.1848,49.846,54.06
unit_F1_m50_C180_a30_45.txt,50,180,1,30,45,1784,4.2913,58.3347,60.63
unit_F1_m50_C180_a30_46.txt,50,180,1,30,46,1814,4.3045,56.2441,15.47
unit_F1_m50_C180_a30_47.txt,50,180,1,30,47,1882,4.2841,68.3679,25
unit_F1_m50_C180_a30_48.txt,50,180,1,30,48,1726,4.1658,57.8365,29.53
unit_F1_m50_C180_a30_49.txt,50,180,1,30,49,1630,4.2201,53.9716,11.25
